,,Detection Rate (Global Expression Specificity),,,,,,,,,,,,Detection Rate (Global Expression Specificity),,,,,,,
GeneID,Cluster,Recount2 TPM 0.1,Recount2 TPM 1.0,Recount2 RPKM 0.3,Recount2 RPKM 1.0,Dee2 TPM 0.1,Dee2 TPM 1.0,Dee2 RPKM 0.3,Dee2 RPKM 1.0,,,,,Recount2,,,,Dee2,,,
651302,Cluster:4,0.800993402,0.499586082,0.634899531,0.302109726,0.937397575,0.643543101,0.753523435,0.37071452,,,,,,,,,,,,
653333,Cluster:4,0.811353887,0.455660638,0.597019793,0.27411384,0.553326778,0.071402819,0.125581776,0.018239921,,,,,,,,,,,,
728118,Cluster:4,0.829541179,0.49978677,0.683917417,0.228031006,0.635578499,0.062782694,0.134562439,0.005866929,,,,,,,,,,,,
728130,Cluster:4,0.824574167,0.431151695,0.634347641,0.170433736,0.81502786,0.139904949,0.257964602,0.025008194,,,,,,,,,,,,
728635,Cluster:4,0.815217119,0.408097735,0.555552768,0.226726538,0.698705343,0.103015405,0.199033104,0.026860046,,,,,,,,,,,,
728752,Cluster:4,0.807139453,0.493038657,0.6712992,0.240147505,0.952867912,0.61756801,0.781055392,0.247328745,,,,,,,,,,,,
729262,Cluster:4,0.82547726,0.412713544,0.623535609,0.174271881,0.469796788,0.022517207,0.052327106,0.002556539,,,,,,,,,,,,
729597,Cluster:4,0.878659408,0.463186413,0.643704689,0.267516243,0.454015077,0.109373976,0.180580138,0.02776139,,,,,,,,,,,,
729665,Cluster:4,0.884103053,0.465720091,0.663547651,0.234076713,0.228761062,0.043264503,0.061733858,0.021386431,,,,,,,,,,,,
731275,Cluster:4,0.9004089,0.531595715,0.718636329,0.277575697,0.707014094,0.1273353,0.220632579,0.030514585,,,,,,,,,,,,
767846,Cluster:4,0.8409051,0.486767178,0.64320297,0.301156461,0.598148148,0.167371354,0.248607014,0.056588004,,,,,,,,,,,,
100129029,Cluster:4,0.854802699,0.542683692,0.697112611,0.29513584,0.393477548,0.024336283,0.053113733,0.004883645,,,,,,,,,,,,
100129196,Cluster:4,0.825251486,0.536713243,0.664877204,0.350826581,0.93259587,0.571386431,0.691560144,0.315470338,,,,,,,,,,,,
100129503,Cluster:4,0.797556631,0.451521461,0.614830795,0.204199383,0.952163225,0.631284825,0.769223206,0.292854802,,,,,,,,,,,,
100129534,Cluster:4,0.817223992,0.450743798,0.607706394,0.258660914,0.943215339,0.612782694,0.735463782,0.324221567,,,,,,,,,,,,
100129842,Cluster:4,0.786493741,0.525650352,0.635777538,0.342322454,0.819616519,0.588954441,0.682415601,0.355981645,,,,,,,,,,,,
100129924,Cluster:4,0.909339488,0.430499461,0.692396458,0.125680456,0.803621763,0.126548673,0.222189446,0.026384792,,,,,,,,,,,,
100130311,Cluster:4,0.791561097,0.408599453,0.555025964,0.256302837,0.817748279,0.266207801,0.367092756,0.125647329,,,,,,,,,,,,
100130691,Cluster:4,0.850211976,0.491382987,0.679552467,0.214735469,0.908472632,0.318256309,0.519764012,0.05339233,,,,,,,,,,,,
100130887,Cluster:4,0.800968316,0.437272659,0.604369967,0.237739257,0.817109145,0.316519174,0.434251065,0.140626024,,,,,,,,,,,,
100130894,Cluster:4,0.873491709,0.54318541,0.738830494,0.260667787,0.564945919,0.116912488,0.178154703,0.049786955,,,,,,,,,,,,
100131320,Cluster:4,0.8565838,0.52080877,0.687253844,0.295888418,0.331022616,0.119878728,0.15245821,0.070124549,,,,,,,,,,,,
100131997,Cluster:4,0.757820535,0.45355342,0.580162055,0.310889798,0.751458538,0.264355949,0.36545395,0.119796788,,,,,,,,,,,,
100132101,Cluster:4,0.813686878,0.594661716,0.705441136,0.404987081,0.909177319,0.743510324,0.820222878,0.51179941,,,,,,,,,,,,
100133315,Cluster:4,0.880565938,0.35378672,0.5786569,0.160474626,0.977941658,0.440249099,0.680842347,0.073615208,,,,,,,,,,,,
100134015,Cluster:4,0.855354589,0.467752051,0.692647317,0.172014148,0.450770239,0.074188791,0.133202229,0.016994428,,,,,,,,,,,,
100134368,Cluster:4,0.908411309,0.507613576,0.705691995,0.265559541,0.936938709,0.368403802,0.561061947,0.104129794,,,,,,,,,,,,
100144603,Cluster:4,0.787321576,0.524872689,0.672503324,0.296540652,0.967354966,0.784136349,0.880399869,0.46756801,,,,,,,,,,,,
100189589,Cluster:4,0.830168327,0.386348243,0.601133884,0.185485287,0.248262865,0.049344477,0.058177647,0.032825303,,,,,,,,,,,,
100268168,Cluster:4,0.828111281,0.4038833,0.566741088,0.202016908,0.899328089,0.330973451,0.476450344,0.108849558,,,,,,,,,,,,
100287902,Cluster:4,0.818302687,0.568798134,0.698417078,0.336903896,0.605670272,0.058702065,0.1122255,0.018289086,,,,,,,,,,,,
100288846,Cluster:4,0.815367634,0.452073351,0.644958985,0.211248526,0.888954441,0.245149131,0.401851852,0.068239921,,,,,,,,,,,,
100289211,Cluster:4,0.871108547,0.556455861,0.712816396,0.307779144,0.608964274,0.190822681,0.274549328,0.06705998,,,,,,,,,,,,
100289373,Cluster:4,0.84103053,0.469859268,0.665780298,0.224268118,0.980596526,0.663257948,0.834201901,0.282038676,,,,,,,,,,,,
100421577,Cluster:4,0.892782781,0.474399819,0.671349372,0.273486692,0.818879056,0.075843986,0.182202557,0.010635857,,,,,,,,,,,,
100505715,Cluster:4,0.797054913,0.525524923,0.653187166,0.32827434,0.783579154,0.230203212,0.362454933,0.064749263,,,,,,,,,,,,
100506127,Cluster:4,0.850211976,0.454531771,0.607631137,0.27724958,0.964421501,0.574827925,0.724860701,0.294919698,,,,,,,,,,,,
100506606,Cluster:4,0.856985174,0.573990919,0.710909866,0.355266789,0.909603409,0.418747951,0.560193379,0.186823992,,,,,,,,,,,,
100506637,Cluster:4,0.874720919,0.55204074,0.732860046,0.239219326,0.950901344,0.344411668,0.572336939,0.073074402,,,,,,,,,,,,
100507032,Cluster:4,0.848631563,0.533953792,0.675212603,0.364874696,0.965208128,0.655162242,0.786102917,0.397509013,,,,,,,,,,,,
100507171,Cluster:4,0.83598826,0.473145523,0.619245917,0.312445125,0.952343494,0.56460177,0.701425762,0.357882661,,,,,,,,,,,,
100507178,Cluster:4,0.882121265,0.567644181,0.749165893,0.28339563,0.878384136,0.253588987,0.388151426,0.065257293,,,,,,,,,,,,
100507423,Cluster:4,0.863331912,0.541429396,0.741539774,0.232295612,0.471796132,0.07274664,0.135758768,0.011586365,,,,,,,,,,,,
100507433,Cluster:4,0.801043574,0.42324963,0.565637308,0.261194591,0.758685677,0.325614553,0.433300557,0.168289086,,,,,,,,,,,,
100507487,Cluster:4,0.817098563,0.462659609,0.62709781,0.26212277,0.951261881,0.588315306,0.729137988,0.296279908,,,,,,,,,,,,
100533182,Cluster:4,0.841105787,0.55449916,0.715400246,0.304442716,0.974352671,0.751261881,0.871927237,0.387823664,,,,,,,,,,,,
100885776,Cluster:4,0.841055615,0.428392243,0.637884755,0.163384592,0.948607014,0.458013766,0.642395936,0.152835136,,,,,,,,,,,,
100996419,Cluster:4,0.817048391,0.534555854,0.695707799,0.288738931,0.965208128,0.620960341,0.781088168,0.277351688,,,,,,,,,,,,
101060351,Cluster:4,0.842962145,0.463788476,0.642199533,0.219602137,0.058636513,0.000688299,0.001819076,0.0000164,,,,,,,,,,,,
101060389,Cluster:4,0.856859745,0.551689537,0.715676191,0.315455435,0.112536873,0.016027532,0.032284497,0.003294002,,,,,,,,,,,,
101410533,Cluster:4,0.792439104,0.532398465,0.679176178,0.309384642,0.964470665,0.707767945,0.820993117,0.392379548,,,,,,,,,,,,
101927124,Cluster:4,0.889998244,0.520206708,0.731806437,0.254521737,0.793248115,0.21468371,0.351163553,0.048262865,,,,,,,,,,,,
101927322,Cluster:4,0.796603367,0.491458244,0.632516369,0.310563681,0.842772861,0.248803671,0.38208784,0.06892822,,,,,,,,,,,,
101927420,Cluster:4,0.824298221,0.571557585,0.71647894,0.352758197,0.973861029,0.74804982,0.862930187,0.426040642,,,,,,,,,,,,
101927612,Cluster:4,0.858264556,0.442992248,0.625015679,0.216717257,0.966453622,0.514945919,0.695231072,0.162684366,,,,,,,,,,,,
101927685,Cluster:4,0.849007852,0.572711537,0.7500439,0.254672252,0.095018027,0.001540479,0.002851524,0.000819403,,,,,,,,,,,,
101927837,Cluster:4,0.842209568,0.537766851,0.689085117,0.332865063,0.970337594,0.698869223,0.818403802,0.38531629,,,,,,,,,,,,
101927989,Cluster:4,0.827684821,0.48792113,0.673306073,0.238140632,0.891724025,0.488446411,0.654031465,0.168321862,,,,,,,,,,,,
101928445,Cluster:4,0.868148408,0.521937636,0.748689261,0.214183579,0.791461816,0.185168797,0.310603081,0.041052114,,,,,,,,,,,,
101928578,Cluster:4,0.87569927,0.587462058,0.778541505,0.281765045,0.952015733,0.471402819,0.65085218,0.161832186,,,,,,,,,,,,
101928673,Cluster:4,0.858691017,0.493314603,0.694478589,0.231643379,0.97792527,0.666273353,0.833366109,0.255784989,,,,,,,,,,,,
101928784,Cluster:4,0.818729147,0.366605624,0.552442114,0.187467075,0.857997378,0.173352999,0.311160275,0.038888889,,,,,,,,,,,,
101928917,Cluster:4,0.83789479,0.445199809,0.668564835,0.150841633,0.165781711,0.002556539,0.007014094,0.000901344,,,,,,,,,,,,
101929140,Cluster:4,0.875473497,0.574141434,0.75453428,0.300353711,0.938298918,0.304949197,0.518157981,0.058374304,,,,,,,,,,,,
101929295,Cluster:4,0.785866593,0.407320071,0.561899506,0.235381181,0.89380531,0.507063258,0.632186168,0.247328745,,,,,,,,,,,,
101929591,Cluster:4,0.852269021,0.395053057,0.602438351,0.182199032,0.425122911,0.096197968,0.161176663,0.019337922,,,,,,,,,,,,
101929595,Cluster:4,0.835260768,0.452073351,0.61141911,0.243408675,0.294149459,0.028236644,0.049459194,0.009816454,,,,,,,,,,,,
101929798,Cluster:4,0.786669342,0.499335223,0.639113965,0.306800793,0.205162242,0.048082596,0.069092101,0.019895116,,,,,,,,,,,,
102724862,Cluster:4,0.817951484,0.431553069,0.610014299,0.194415874,0.012340216,0.000311373,0.000491642,0.000196657,,,,,,,,,,,,
103091866,Cluster:4,0.820460076,0.439129017,0.615407772,0.211775331,0.011193051,0.00152409,0.00245821,0.000393314,,,,,,,,,,,,
105372476,Cluster:4,0.788049068,0.418132102,0.595865841,0.220254371,0.949229761,0.592920354,0.734447722,0.276712553,,,,,,,,,,,,
105376527,Cluster:4,0.746531872,0.533652761,0.663221534,0.339437574,0.755227794,0.249754179,0.390953786,0.06876434,,,,,,,,,,,,
107984921,Cluster:4,0.851867647,0.488247247,0.65642325,0.292652334,0.906178302,0.285414618,0.429498525,0.09677155,,,,,,,,,,,,
107986100,Cluster:4,0.791761784,0.477886762,0.630057948,0.278428618,0.904146182,0.5633235,0.689478859,0.297902327,,,,,,,,,,,,
109729141,Cluster:4,0.806336703,0.492060307,0.638938364,0.309384642,0.916011144,0.505195018,0.649115044,0.256653556,,,,,,,,,,,,
110806272,Cluster:4,0.847703384,0.56009332,0.692572059,0.384542057,0.855506391,0.293280892,0.442543428,0.087512291,,,,,,,,,,,,
115308161,Cluster:4,0.82111231,0.491759276,0.665303665,0.260993904,0.901147165,0.305162242,0.47741724,0.100278597,,,,,,,,,,,,
257,Cluster:77,0.832877606,0.666206758,0.77869202,0.498758247,0.133611931,0.029465749,0.037086201,0.01876434,,,,,,,,,,,,
656,Cluster:77,0.86629205,0.552442114,0.684067933,0.411183303,0.89957391,0.584841036,0.677564733,0.405342511,,,,,,,,,,,,
1161,Cluster:77,0.934726438,0.763339438,0.879136041,0.547199157,0.988053097,0.87920354,0.955080302,0.562241888,,,,,,,,,,,,
1394,Cluster:77,0.870983117,0.659257959,0.77881745,0.498055841,0.081120944,0.007735169,0.013094068,0.001753523,,,,,,,,,,,,
2310,Cluster:77,0.874495146,0.662117753,0.78932845,0.471038306,0.86545395,0.26078335,0.393739757,0.056293019,,,,,,,,,,,,
2822,Cluster:77,0.894112335,0.650728746,0.794044603,0.419411484,0.851507702,0.339544412,0.464552606,0.148721731,,,,,,,,,,,,
4867,Cluster:77,0.847502697,0.596518074,0.704763816,0.456162356,0.915142576,0.687856441,0.752785972,0.526220911,,,,,,,,,,,,
5165,Cluster:77,0.895893435,0.612497805,0.756490982,0.391114567,0.977056703,0.750360538,0.855703048,0.454473943,,,,,,,,,,,,
7567,Cluster:77,0.879211299,0.646062765,0.801269348,0.352406994,0.972992461,0.727581121,0.877892494,0.288348083,,,,,,,,,,,,
7574,Cluster:77,0.931992073,0.710583749,0.85904222,0.417479869,0.984939364,0.86740413,0.949033104,0.472959685,,,,,,,,,,,,
7621,Cluster:77,0.909540175,0.703735293,0.831573138,0.461580915,0.977679449,0.844542773,0.929842675,0.529891839,,,,,,,,,,,,
7691,Cluster:77,0.854376239,0.672277551,0.773599579,0.523166846,0.838430023,0.70136021,0.761766634,0.521697804,,,,,,,,,,,,
7730,Cluster:77,0.851290671,0.616285779,0.732007124,0.460702907,0.062749918,0.000196657,0.00050803,0.0000492,,,,,,,,,,,,
7789,Cluster:77,0.855204074,0.663974111,0.773524321,0.416024885,0.902867912,0.667436906,0.801737135,0.264323173,,,,,,,,,,,,
8551,Cluster:77,0.863256654,0.603316359,0.752000602,0.40591526,0.018469354,0.000458866,0.000803015,0.0000164,,,,,,,,,,,,
8701,Cluster:77,0.9160876,0.644632868,0.774778617,0.458620776,0.523287447,0.147935103,0.198590626,0.065126188,,,,,,,,,,,,
9753,Cluster:77,0.892331234,0.698567594,0.808519178,0.523593307,0.967862996,0.832612258,0.91001311,0.599541134,,,,,,,,,,,,
22849,Cluster:77,0.895441888,0.60472117,0.7692848,0.403983644,0.979006883,0.704441167,0.849442806,0.372894133,,,,,,,,,,,,
23417,Cluster:77,0.898527457,0.744550084,0.852143592,0.486516318,0.980760406,0.840789905,0.928007211,0.450983284,,,,,,,,,,,,
25786,Cluster:77,0.851692045,0.628276848,0.772997516,0.363369541,0.976892822,0.792100951,0.911569977,0.37784333,,,,,,,,,,,,
26149,Cluster:77,0.868574869,0.646363796,0.772847001,0.413265434,0.945722714,0.591035726,0.744952475,0.237315634,,,,,,,,,,,,
26266,Cluster:77,0.85590648,0.538293656,0.673155558,0.372927276,0.657309079,0.375581776,0.451458538,0.233382498,,,,,,,,,,,,
51265,Cluster:77,0.883526077,0.616285779,0.777437724,0.3618393,0.949246149,0.262454933,0.485070469,0.041658473,,,,,,,,,,,,
54584,Cluster:77,0.889120237,0.66871535,0.79301608,0.452349296,0.969010161,0.745411341,0.850344149,0.424008522,,,,,,,,,,,,
54848,Cluster:77,0.944861149,0.731555578,0.891152196,0.387075734,0.389036382,0.152556539,0.171058669,0.123107178,,,,,,,,,,,,
54943,Cluster:77,0.846298573,0.60607581,0.736422246,0.405288112,0.971206162,0.762700754,0.861127499,0.498770895,,,,,,,,,,,,
55150,Cluster:77,0.827408875,0.599402955,0.729423275,0.388605975,0.95840708,0.688315306,0.80907899,0.35942314,,,,,,,,,,,,
55184,Cluster:77,0.884755287,0.675011916,0.806738078,0.467425934,0.978761062,0.84396919,0.925532612,0.584496886,,,,,,,,,,,,
55508,Cluster:77,0.949727818,0.767704388,0.908336051,0.484183328,0.991330711,0.919157653,0.977892494,0.59719764,,,,,,,,,,,,
55582,Cluster:77,0.899555979,0.572811881,0.756541153,0.315806638,0.980416257,0.59727958,0.788331695,0.214421501,,,,,,,,,,,,
57232,Cluster:77,0.873968342,0.67197652,0.783934977,0.491934877,0.841052114,0.689462471,0.755195018,0.423664372,,,,,,,,,,,,
57474,Cluster:77,0.916388631,0.718912275,0.852871083,0.440533828,0.952327106,0.24770567,0.454965585,0.027663061,,,,,,,,,,,,
57501,Cluster:77,0.903695156,0.690740787,0.831472794,0.379324185,0.619665683,0.230924287,0.299000328,0.10136021,,,,,,,,,,,,
57519,Cluster:77,0.877430198,0.661390262,0.764668991,0.517873717,0.954572271,0.754408391,0.830711242,0.549377253,,,,,,,,,,,,
57547,Cluster:77,0.877229511,0.687454532,0.804505431,0.466974387,0.976974762,0.858292363,0.931448705,0.583972468,,,,,,,,,,,,
57653,Cluster:77,0.847302009,0.586483707,0.714622582,0.430499461,0.032759751,0.000278597,0.001556867,0.0000164,,,,,,,,,,,,
57677,Cluster:77,0.903268695,0.68808168,0.815819181,0.506911171,0.971665028,0.82114061,0.903998689,0.573844641,,,,,,,,,,,,
59269,Cluster:77,0.85891679,0.604520483,0.72957379,0.44685548,0.94388725,0.720993117,0.80848902,0.51647001,,,,,,,,,,,,
65989,Cluster:77,0.85781301,0.582620475,0.732383413,0.392644808,0.885103245,0.612536873,0.694608325,0.413536545,,,,,,,,,,,,
78990,Cluster:77,0.863181396,0.581867898,0.712690967,0.387502195,0.944870534,0.621632252,0.721435595,0.42359882,,,,,,,,,,,,
79173,Cluster:77,0.850788952,0.606702958,0.744826029,0.435491559,0.954981973,0.639151098,0.752605703,0.426466732,,,,,,,,,,,,
79635,Cluster:77,0.866492738,0.641070667,0.77500439,0.441336578,0.97173058,0.772173058,0.874303507,0.481956735,,,,,,,,,,,,
79800,Cluster:77,0.893685874,0.700072749,0.815844267,0.524672002,0.982481154,0.834283841,0.916732219,0.584136349,,,,,,,,,,,,
79854,Cluster:77,0.861550812,0.629255199,0.77008755,0.404886737,0.96553589,0.565486726,0.737758112,0.225024582,,,,,,,,,,,,
79943,Cluster:77,0.874394802,0.725008153,0.820560419,0.57115621,0.981825631,0.927089479,0.961488037,0.788839725,,,,,,,,,,,,
79955,Cluster:77,0.902741891,0.560268921,0.709354539,0.351002182,0.880072108,0.404555883,0.529170764,0.207718781,,,,,,,,,,,,
79973,Cluster:77,0.84077967,0.589820134,0.708526704,0.370870231,0.876515896,0.645018027,0.743854474,0.384087185,,,,,,,,,,,,
80071,Cluster:77,0.86463638,0.627323583,0.744173795,0.455886411,0.966945264,0.783693871,0.868960996,0.552310718,,,,,,,,,,,,
83473,Cluster:77,0.862704764,0.606100896,0.741489602,0.417279181,0.933267781,0.659865618,0.757210751,0.417813832,,,,,,,,,,,,
84503,Cluster:77,0.902014399,0.732107468,0.841607506,0.506785741,0.976843658,0.890085218,0.946099639,0.62317273,,,,,,,,,,,,
84976,Cluster:77,0.88018965,0.693625668,0.791686526,0.537390563,0.963782366,0.823189118,0.885463782,0.587413963,,,,,,,,,,,,
85001,Cluster:77,0.886862504,0.61289918,0.786468655,0.336602865,0.753015405,0.208669289,0.291789577,0.096951819,,,,,,,,,,,,
85002,Cluster:77,0.883500991,0.614454507,0.75275318,0.446554449,0.860603081,0.420501475,0.543903638,0.184824648,,,,,,,,,,,,
85478,Cluster:77,0.874043599,0.651907784,0.789353536,0.457466824,0.852687643,0.602048509,0.668600459,0.427073091,,,,,,,,,,,,
89884,Cluster:77,0.87078243,0.598374432,0.737250082,0.400672303,0.735349066,0.366502786,0.46460177,0.173271059,,,,,,,,,,,,
92104,Cluster:77,0.883927452,0.682964152,0.79682914,0.528510147,0.973123566,0.75432645,0.849901672,0.524778761,,,,,,,,,,,,
92270,Cluster:77,0.869076587,0.615809146,0.745101974,0.424278153,0.974631268,0.756227466,0.858636513,0.494460833,,,,,,,,,,,,
92591,Cluster:77,0.853297544,0.696435291,0.792263502,0.556129744,0.680940675,0.399459194,0.472369715,0.210668633,,,,,,,,,,,,
93474,Cluster:77,0.881193086,0.629656574,0.769560746,0.415322479,0.979137988,0.789019993,0.88734841,0.512028843,,,,,,,,,,,,
114819,Cluster:77,0.885332263,0.628803653,0.765948373,0.433835888,0.953916749,0.642232055,0.767256637,0.362881023,,,,,,,,,,,,
115948,Cluster:77,0.877931917,0.673331159,0.791285152,0.521235231,0.877581121,0.418239921,0.532858079,0.243625041,,,,,,,,,,,,
118490,Cluster:77,0.842610942,0.600707423,0.732508843,0.385495321,0.972320551,0.752966241,0.861471649,0.439626352,,,,,,,,,,,,
118491,Cluster:77,0.889747385,0.583899857,0.738554549,0.402127286,0.936561783,0.524451,0.646525729,0.310799738,,,,,,,,,,,,
120863,Cluster:77,0.865564559,0.613150039,0.739231869,0.419461656,0.962930187,0.760242543,0.847787611,0.522648312,,,,,,,,,,,,
121053,Cluster:77,0.954644658,0.696635978,0.873316108,0.41218674,0.993313668,0.785463782,0.930498197,0.373893805,,,,,,,,,,,,
122525,Cluster:77,0.870732258,0.733085819,0.826856985,0.57238542,0.983398886,0.914290397,0.957915438,0.700376926,,,,,,,,,,,,
123775,Cluster:77,0.862679678,0.630459323,0.771968994,0.424855129,0.181874795,0.003556211,0.006637168,0.001327434,,,,,,,,,,,,
124989,Cluster:77,0.881067657,0.646489226,0.767879989,0.442691217,0.934365782,0.566863324,0.701311046,0.284513274,,,,,,,,,,,,
126375,Cluster:77,0.864435692,0.692647317,0.79559993,0.519378873,0.970976729,0.865470338,0.922730252,0.659013438,,,,,,,,,,,,
130026,Cluster:77,0.915435366,0.655419813,0.811805434,0.429270251,0.969321534,0.655293346,0.787233694,0.368715175,,,,,,,,,,,,
130162,Cluster:77,0.90981612,0.664776861,0.816019868,0.403933472,0.985758768,0.773582432,0.892789249,0.429875451,,,,,,,,,,,,
130827,Cluster:77,0.865539473,0.663346963,0.783383087,0.45681459,0.978433301,0.859439528,0.919469027,0.637233694,,,,,,,,,,,,
130888,Cluster:77,0.895291373,0.650678574,0.788977247,0.487093295,0.981612586,0.76409374,0.870812848,0.543723369,,,,,,,,,,,,
133383,Cluster:77,0.905977975,0.713619146,0.836289291,0.468730402,0.98862668,0.881317601,0.943543101,0.610324484,,,,,,,,,,,,
136895,Cluster:77,0.828688257,0.629255199,0.738203346,0.472518375,0.955588332,0.831596198,0.891838741,0.655063913,,,,,,,,,,,,
140825,Cluster:77,0.839901663,0.658455209,0.759526378,0.491081956,0.933939692,0.446001311,0.587545067,0.212913799,,,,,,,,,,,,
140894,Cluster:77,0.889647041,0.710709179,0.83149788,0.461104282,0.830367093,0.427958047,0.480465421,0.270599803,,,,,,,,,,,,
145567,Cluster:77,0.873015077,0.622005368,0.746155583,0.480269924,0.929400197,0.720108161,0.800327761,0.540232711,,,,,,,,,,,,
146434,Cluster:77,0.874394802,0.738153175,0.827584477,0.548754484,0.93149787,0.867551622,0.903294002,0.655735824,,,,,,,,,,,,
148046,Cluster:77,0.833103379,0.654015001,0.769059027,0.43308331,0.938462799,0.594870534,0.711815798,0.341445428,,,,,,,,,,,,
148103,Cluster:77,0.868022979,0.704086496,0.804982064,0.534355166,0.959029826,0.863602098,0.914503441,0.679252704,,,,,,,,,,,,
148254,Cluster:77,0.877756315,0.609512581,0.78305697,0.320924165,0.965421173,0.74898394,0.88820059,0.327400852,,,,,,,,,,,,
149069,Cluster:77,0.844517472,0.613250383,0.737952487,0.394902541,0.555916093,0.151311046,0.224729597,0.052622091,,,,,,,,,,,,
150356,Cluster:77,0.876828136,0.631036299,0.793718486,0.318515917,0.753080957,0.242674533,0.334300229,0.139970501,,,,,,,,,,,,
150786,Cluster:77,0.910543612,0.611469282,0.758949402,0.474224218,0.328466077,0.0593412,0.088364471,0.019042937,,,,,,,,,,,,
155054,Cluster:77,0.85399995,0.564081981,0.720492687,0.374909064,0.974319895,0.75186824,0.868321862,0.472304163,,,,,,,,,,,,
157489,Cluster:77,0.900308557,0.641948674,0.792213331,0.373077791,0.971435595,0.594591937,0.759160931,0.243215339,,,,,,,,,,,,
157657,Cluster:77,0.87870958,0.718586158,0.823395128,0.535885408,0.982923632,0.893182563,0.949868895,0.696951819,,,,,,,,,,,,
158135,Cluster:77,0.858615759,0.666758648,0.785540476,0.469156862,0.975565388,0.857784333,0.914814815,0.592707309,,,,,,,,,,,,
158431,Cluster:77,0.889948072,0.722173444,0.8303941,0.525499837,0.982497542,0.891478204,0.955899705,0.613126844,,,,,,,,,,,,
161582,Cluster:77,0.868298924,0.619346261,0.726212277,0.469583323,0.70136021,0.142805637,0.233546378,0.03913471,,,,,,,,,,,,
161779,Cluster:77,0.897624363,0.644607782,0.807440484,0.36484961,0.978334972,0.779006883,0.90619469,0.374352671,,,,,,,,,,,,
163051,Cluster:77,0.860647718,0.583749341,0.725284098,0.362968166,0.403752868,0.008751229,0.022943297,0.000622747,,,,,,,,,,,,
164684,Cluster:77,0.922459424,0.521887465,0.692848004,0.305571583,0.686496231,0.273434939,0.391527368,0.095509669,,,,,,,,,,,,
166379,Cluster:77,0.873265936,0.673356245,0.78945388,0.510071997,0.981842019,0.87020649,0.935217961,0.642199279,,,,,,,,,,,,
166785,Cluster:77,0.893008554,0.750119158,0.854150465,0.543636957,0.983415274,0.878924943,0.9424451,0.58395608,,,,,,,,,,,,
170082,Cluster:77,0.892858039,0.702205052,0.823144269,0.453152046,0.982530318,0.840740741,0.921828909,0.548148148,,,,,,,,,,,,
199223,Cluster:77,0.869477962,0.618568597,0.762938063,0.402127286,0.970403147,0.742346772,0.856850213,0.447771223,,,,,,,,,,,,
199857,Cluster:77,0.945137095,0.663848682,0.822667637,0.343953039,0.987659784,0.771042281,0.886348738,0.403834808,,,,,,,,,,,,
200558,Cluster:77,0.864937411,0.621478564,0.757619848,0.414795675,0.964913143,0.751884628,0.864470665,0.436938709,,,,,,,,,,,,
200728,Cluster:77,0.831397537,0.641747987,0.742593382,0.498005669,0.921451983,0.764503441,0.814503441,0.613094068,,,,,,,,,,,,
200765,Cluster:77,0.901838798,0.667962772,0.817775882,0.446880566,0.98149787,0.78216978,0.898836447,0.46519174,,,,,,,,,,,,
